"ID","category","title","country","price","rating","description","vintage","region","varietal","url"
"213658","Dessert","Château Doisy-Daëne 2014  Barsac","France",NULL,"96","Intense with botrytis and concentrated dried apricot and fig flavors, this is a finely balanced wine. It's ripe and opulent, certainly, but it also has the potential to age very well. Drink from 2024.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-doisy-daene-2014-barsac/"
"213659","Dessert","Château Suduiraut 2014  Sauternes","France","70","96","Intense and ripe, this is a superb wine from a top Sauternes estate. It has all the expected elements, including concentrated botrytis and honeyed flavors. Seville orange and lemon notes provide contrast, as does its acidity, which is just as intense as the honey character. It will age well, so drink from 2025.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-suduiraut-2014-sauternes/"
"213660","Dessert","Château Lafaurie-Peyraguey 2014  Sauternes","France","70","96","This wine has great richness. Along with its spice and honey notes, there are orange and lemon fruit flavors that give it lift. Beautifully balanced and ripe, it has the potential to be a superb wine. The botrytis core is what gives it its great aging potential. Drink from 2024.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-lafaurie-peyraguey-2014-sauternes/"
"213661","Red","Paolo Scavino 2011 Rocche dell'Annunziata Riserva  (Barolo)","Italy","190","96","Aromas of mature iris, blackberry, tobacco, crushed mint and baking spice lift out of the glass on this gorgeous Barolo. Despite the scorching heat, the Scavino made a supremely elegant wine, boasting black cherry, crushed black raspberry, menthol, star anise and ground clove framed in fine-grained, velvety tannins and fresh acidity. A gorgeous wine. Drink 2020–2031.","2011","Piedmont","Nebbiolo","https://www.winemag.com/buying-guide/paolo-scavino-2011-rocche-dellannunziata-riserva-barolo/"
"213662","Red","ONX 2015 Reckoning Red (Templeton Gap District)","US","58","96","A booming but expertly balanced wine, this blend of 54% Syrah, 18% Petite Sirah, 18% Zinfandel and 10% Grenache shows aromas of black currant, black olive, black cherry, sweet woody spice and powdered hot cocoa. Elegant mocha and cappuccino notes thrive on the palate, which is brightened by penetrating acidity. It boasts perfectly polished tannins and ripe fig flavors, with a flash of dark chocolate on the finish.","2015","California","Red Blend","https://www.winemag.com/buying-guide/onx-2015-reckoning-red-templeton-gap-district/"
"213663","Dessert","Château Nairac 2014  Barsac","France",NULL,"96","This wine is still so young but shows considerable potential. Its concentration and acidity are balanced by rich honey, dried fruit and bitter orange flavors that need time to come into balance, so wait until 2025 to open.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-nairac-2014-barsac/"
"213664","Dessert","Château Filhot 2014  Sauternes","France","28","96","With its apricot and honeyed flavors, this is a rich wine. It has intense, ripe fruit and layers of spice and botrytis. A dry core gives it its great richness and aging potential. Drink from 2024.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-filhot-2014-sauternes/"
"213665","Red","Brovia 2013 Rocche di Castiglione  (Barolo)","Italy","96","97","Here's another stunning offering from this fantastic estate. Elegant, structured and restrained, it opens with enticing Nebbiolo scents of blue flower, perfumed berry, dark spice and a light balsamic note of eucalyptus. The luminous palate delivers juicy red cherry, raspberry, licorice and cinnamon while vibrant acidity and firm, polished tannins provide seamless support. Drink 2023–2043.","2013","Piedmont","Nebbiolo","https://www.winemag.com/buying-guide/brovia-2013-rocche-di-castiglione-barolo/"
"213666","Dessert","Château de Rayne Vigneau 2014  Sauternes","France",NULL,"97","With its apricot and bitter orange flavors, this wine has great concentration, botrytis character and richness. Acidity lends balance to all its beautiful honey notes and intensity. Drink from 2023.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-de-rayne-vigneau-2014-sauternes/"
"213667","Red","Mouchão 2012 Red (Alentejo)","Portugal","75","97","The estate wine from Mouchão is always a great wine. This latest release, almost black in color and five-years-old, is hugely rich, powered by black fruits and juicy acidity. Made principally from Alicante Bouschet, it shows the power and the aging potential of this variety in the Alentejo. This wine, foot-trodden in open stone lagars, is destined for much longer aging. Drink at the earliest in 2021.","2012","Alentejo","Portuguese Red","https://www.winemag.com/buying-guide/mouchao-2012-red-alentejo/"
"213668","Dessert","97pointsRoyal Tokaji 2013 6 Puttonyos Aszú Gold Label  (Tokaji)Cellar Selection","Hungary","80","97","This ethereal Tokaji Aszú is golden in color, with aromas of delicate acacia flower, honeysuckle, fresh peach and tinned apricot. The flavors come alive on the palate, showing luscious apricot, floral honeycomb and fresh pear juice. The acidity is perfectly balanced to prevent this delightful wine from being too cloying.","2013","Tokaji","White Blend","https://www.winemag.com/buying-guide/royal-tokaji-2013-6-puttonyos-aszu-gold-label-tokaji/"
"213669","Dessert","97pointsChâteau Coutet 2014  BarsacCellar Selection","France","45","97","Powered by intense botrytis, this wine is opulent and ripe, with spice, yellow fruit and honey flavors. It has just the right balance of acidity to maintain its shape and proportions. It's likely to age well over many years. Drink from 2024.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-coutet-2014-barsac/"
"213670","Dessert","Clos Haut-Peyraguey 2014  Sauternes","France","55","97","This impressive wine has great intensity and superb apricot and orange flavors. Acidity mingles with its botrytis core and rich, concentrated fruit, striking a fine balance. It will become delicious as it matures. Drink from 2024.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/clos-haut-peyraguey-2014-sauternes/"
"213671","Dessert","Château Climens 2014  Barsac","France","70","98","This is beautully concentrated and full of great richness yet seems closed at the moment. Its apricot jelly and dried fruit flavors, acidity and botrytis are in perfect balance, developing intensity as it opens. A full, generous wine with a great future. Drink from 2023.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-climens-2014-barsac/"
"214127","Dessert","Château Guiraud 2014  Sauternes","France",NULL,"95","Already beautifully balanced, this wine is intense, rich and full of layered acidity and concentrated honey flavors. It's ripe, opulent and dense, with spice notes and acidity highlighting its rich core. Drink from 2024.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-guiraud-2014-sauternes/"
"214128","Red","Piro 2015 Presqu'ile Vineyard Pinot Noir (Santa Maria Valley)","US","44","95","Though still exploring the zesty acid-driven side of Pinot Noir, Marc Piro adds depth and richness to this bottling. Red cherry compote and cordial meet fennel, dill, tarragon and tapenade on the nose. The extremely lively and fresh palate unleashes an array of flower petals, just-pressed tart berries and Kalamata olives. A deep structure and thorough acidity complete the picture.","2015","California","Pinot Noir","https://www.winemag.com/buying-guide/piro-2015-presquile-vineyard-pinot-noir-santa-maria-valley/"
"214129","Red","Janzen 2014 Cloudy's Vineyard Cabernet Sauvignon (Napa Valley)","US","125","95","This remarkable wine offers soft luxury between its balance of fresh red cherry and cassis and the velvety grip of tannic concentration. Spiky persistent acidity guides a freshness of forest floor, sage and tobacco, the power entirely graceful in the glass.","2014","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/janzen-2014-cloudys-vineyard-cabernet-sauvignon-napa-valley/"
"214130","Sparkling","Schramsberg 2013 Querencia Brut Rosé Sparkling (Napa Valley)","US","55","95","Beautiful in peach color, this blends 73% Chardonnay and 27% Pinot Noir. Dry and crisp, it tangles together vibrant flavors of grapefruit, tangerine and cherry, as aromas of rose petal whisper by. A stony mineral component adds complexity and invitation to the texture.","2013","California","Sparkling Blend","https://www.winemag.com/buying-guide/schramsberg-2013-querencia-brut-rose-sparkling-napa-valley/"
"214131","Dessert","Château de Myrat 2014  Barsac","France",NULL,"95","This floral wine shows geranium and white fruit notes. These are in relief against a background of great acidity and generous honey flavors. All these elements need time to come together but show great potential. Drink from 2025.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-de-myrat-2014-barsac/"
"214132","Red","Manzone Fratelli 2013 Fraschin Bricco San Pietro  (Barolo)","Italy","48","95","Fragrant blue flower, woodland berry, dark spice and pine forest aromas lead the way. It's racy, focused and loaded with chiseled finesse, delivering juicy red cherry, crushed cranberry, cinnamon and star anise. Tightly knit, refined tannins and firm acidity provide the backbone. Drink 2023–2033.","2013","Piedmont","Nebbiolo","https://www.winemag.com/buying-guide/manzone-2013-fraschin-bricco-san-pietro-barolo/"
"214133","Red","Quinta do Pôpa 2013 Pôpa VV Vinhas Velhas Red (Douro)","Portugal","45","95","Pôpa was the family's nickname for grandpa. The winery, run by grandson Stéphane Ferreira, is the grandkids' tribute. This richly perfumed wine, by consultant Luis Pato, comes from a field blend of 21 grape varieties. Old vines with an average age of 82-years-old in a single parcel have given the wine huge concentration and rich swathes of tannins and black plum and damson fruit. The wine has power while also retaining plenty of elegance. It is an impressive wine, just approaching its peak and ready from 2018.","2013","Douro","Portuguese Red","https://www.winemag.com/buying-guide/quinta-do-popa-2013-popa-vv-vinhas-velhas-red-douro/"
"214134","Red","Quinta da Romaneira 2014 Reserva Red (Douro)","Portugal","60","95","The top wine from Romaneira shows the power and the richness that can come from this property. Aging for 14 months in wood has just enhanced the opulent black fruits, ripe tannins and acidity. It is an impressive wine, made for aging and not likely to be ready until 2020.","2014","Douro","Portuguese Red","https://www.winemag.com/buying-guide/quinta-da-romaneira-2014-reserva-red-douro/"
"214135","Red","Sobrero 2013 Ciabot Tanasio  (Barolo)","Italy","52","95","Classic Nebbiolo aromas of wild berry, rose petal, baking spice and an earthy whiff of truffle emerge in the glass. The elegant vibrant palate mirrors the nose, delivering juicy Marasca cherry, raspberry compote, pipe tobacco and cinnamon alongside firm, refined tannins and fresh acidity. It's a textbook Barolo that will benefit from a few more years in the cellar. Drink 2023–2033.","2013","Piedmont","Nebbiolo","https://www.winemag.com/buying-guide/sobrero-2013-ciabot-tanasio-barolo/"
